year,road,PedalCycles,Motorcycles,CarsTaxis,bus,AllHGVs,AllMotorVehicles
2001,A370,614,2115,166748,2353,7069,196523
2001,A371,160,793,66117,570,4965,81887
2001,A372,356,640,31482,331,1513,38674
2001,A373,4,164,9453,130,621,12311
2001,A374,435,2092,71944,1901,3021,90490
2001,A375,85,242,23972,263,477,27669
2001,A376,115,739,43803,478,1319,51211
2001,A377,225,959,73942,673,3998,90433
2001,A378,38,275,17739,130,542,21141
2001,A379,690,3364,194980,2689,6367,231181
2001,A38,6696,26637,2067891,19491,192822,2597888
2001,A380,196,2608,149532,1432,8226,182842
2001,A381,135,1319,83238,918,3284,100570
2001,A382,62,815,37978,461,1373,46297
2001,A383,26,207,22483,221,841,27011
2001,A384,22,144,10927,122,494,13092
2001,A385,106,620,36728,552,1675,44399
2001,A386,789,3017,159588,3267,7007,192611
2001,A387,19,146,14253,220,321,16663
2001,A388,101,1110,76548,702,5132,96280
2001,A389,36,572,49628,389,1741,59411
2001,A39,1242,6391,502911,4907,24391,602893
2001,A390,319,2471,197228,2136,7601,236196
2001,A391,19,391,21609,195,1143,26513
2001,A392,51,345,18337,200,671,21996
2001,A393,41,371,17439,179,652,21329
2001,A394,179,1147,59621,558,2401,70801
2001,A395,5,85,11446,167,1118,14838
2001,A396,246,982,49795,712,1849,60241
2001,A397,72,117,4477,185,68,5387
2001,A399,19,135,12870,220,820,16006
2001,A4,6241,22877,932557,15193,43894,1123359
2001,A40,4103,23296,1450500,15064,121969,1804973
2001,A400,2320,3631,36447,1895,1498,49729
2001,A4000,233,470,18467,470,1018,23548
2001,A4001,8,6,520,14,20,650
2001,A4003,113,71,3307,129,90,4072
2001,A4005,72,441,28565,612,590,33268
2001,A4006,111,323,30154,362,566,33915
2001,A4007,27,108,8400,76,296,10057
2001,A4008,72,576,33021,271,839,38840
2001,A401,1369,1563,9184,560,428,13700
2001,A4010,125,783,62176,562,2957,74497
2001,A4012,44,231,18745,166,1380,23662
2001,A4013,212,79,11466,67,728,13415
2001,A4015,52,28,1626,42,26,1880
2001,A4017,156,335,15051,262,413,17983
2001,A4018,690,618,46529,979,704,52564
2001,A4019,277,290,27382,222,970,31994
2001,A402,2472,3527,42154,1443,1986,55286
2001,A4020,2178,2193,137755,4482,3405,163412
2001,A4023,3,81,24784,47,668,27846
2001,A4025,41,119,9393,80,678,11706
2001,A4026,8,8,1786,13,54,2060
2001,A4029,6,4,319,9,4,370
2001,A403,130,455,17241,112,5740,27891
2001,A4030,30,36,5898,178,133,6959
2001,A4031,95,229,33636,1295,965,40563
2001,A4032,1,182,8842,114,297,10268
2001,A4033,21,26,2604,76,200,3401
2001,A4034,94,205,19728,554,1438,25549
2001,A4036,83,341,35137,332,1577,42672
2001,A4037,139,203,17324,499,1396,22626
2001,A4038,110,83,10511,267,432,12653
2001,A4039,93,135,17199,272,524,20727
2001,A404,1114,4261,367619,3691,14291,428759
2001,A4040,701,942,125819,3867,2912,149838
2001,A4041,66,254,30727,464,919,36177
2001,A4042,84,1489,126931,1042,6531,151247
2001,A4043,29,190,19672,491,707,24004
2001,A4044,153,370,15217,363,558,18413
2001,A4046,31,141,24121,333,1232,28397
2001,A4047,19,97,11745,234,229,13499
2001,A4048,142,349,35512,589,1113,42318
2001,A4049,31,82,16243,404,751,19805
2001,A405,98,486,37153,281,2389,45056
2001,A4050,77,330,44610,444,2066,52323
2001,A4051,155,430,47516,935,1561,56155
2001,A4053,38,469,61811,656,994,70952
2001,A4054,335,349,48614,1290,1463,57571
2001,A4055,97,235,37581,413,863,42780
2001,A4058,102,272,44849,986,1647,52963
2001,A4059,159,501,60896,836,2976,72854
2001,A406,291,8111,553435,2874,40777,694037
2001,A4060,6,59,14859,66,1386,18501
2001,A4061,79,286,52707,1379,2142,63672
2001,A4063,70,310,43593,579,1540,50888
2001,A4064,10,61,8521,258,226,10139
2001,A4065,16,40,4046,96,183,4841
2001,A4066,3,7,6100,93,218,7358
2001,A4067,242,1099,124071,1323,5273,145189
2001,A4068,111,108,9369,102,247,11076
2001,A4069,14,84,5868,102,274,7748
2001,A407,168,234,16232,652,542,20119
2001,A4071,127,161,15971,184,735,18709
2001,A4072,2,71,7460,57,779,9313
2001,A4074,146,1550,88086,750,4018,106333
2001,A4075,9,81,7900,72,574,10043
2001,A4076,76,300,34642,592,1435,40921
2001,A4077,12,22,3103,31,100,3760
2001,A4078,9,7,1092,20,61,1358
2001,A4079,1,1,869,3,61,1082
2001,A408,139,332,36272,480,1220,43734
2001,A4080,141,200,14150,260,427,16972
2001,A4081,12,31,4283,40,102,4993
2001,A4082,62,67,13217,142,198,14996
2001,A4085,103,108,8544,132,117,9974
2001,A4086,115,341,15529,606,480,19138
2001,A4087,48,390,15328,145,465,17619
2001,A4088,123,467,39277,1039,952,46227
2001,A4089,42,75,7370,425,154,8589
2001,A409,91,333,24381,694,894,29016
2001,A4090,108,247,27348,404,564,31591
2001,A4091,73,278,19594,177,1262,23478
2001,A4092,19,10,2682,276,24,3255
2001,A4093,17,113,11849,167,453,14080
2001,A4094,250,273,26056,202,609,30022
2001,A4095,441,999,63509,533,2217,76516
2001,A4097,25,220,15237,149,1618,19380
2001,A4098,36,19,2754,36,198,3609
2001,A4099,21,104,5124,69,185,6139
2001,A41,2449,12643,944300,13041,64010,1151770
2001,A410,67,324,36617,620,881,42317
2001,A4100,140,213,15211,598,832,19450
2001,A4101,212,238,23622,363,785,28065
2001,A4102,11,37,6699,144,164,7951
2001,A4103,175,1045,57699,355,5606,74426
2001,A4104,88,195,16360,80,980,20195
2001,A4106,16,81,13639,130,212,15222
2001,A4107,24,111,11780,178,1151,14642
2001,A4109,34,123,23943,360,1515,29137
2001,A411,236,922,80857,1240,1715,93477
2001,A4110,83,207,21848,216,1865,27683
2001,A4111,1,41,5283,47,728,6997
2001,A4112,7,43,12676,106,1145,16377
2001,A4113,15,85,7700,90,777,9948
2001,A4114,73,333,37700,316,1001,43371
2001,A4115,1,68,1821,10,75,2182
2001,A4117,11,194,19968,273,1632,25658
2001,A4118,165,269,31878,649,736,36750
2001,A4119,244,894,108796,1076,4017,125703
2001,A412,442,1494,128425,1343,4514,152093
2001,A4120,6,36,6742,78,219,8148
2001,A4123,207,853,90492,1219,4516,110660
2001,A4124,250,341,37373,1335,1789,46020
2001,A4125,82,248,19182,212,292,22059
2001,A4126,35,38,3473,37,174,4435
2001,A4127,205,568,47920,615,1554,56066
2001,A4128,160,255,28221,244,590,32560
2001,A4129,36,136,16826,123,565,19292
2001,A413,297,2846,208289,2017,6808,242185
2001,A4130,176,1013,103027,682,6055,122849
2001,A4133,23,122,16976,85,1238,20370
2001,A4135,67,232,23074,297,957,27492
2001,A4136,67,487,36712,409,4168,47375
2001,A4137,10,34,4208,30,977,6102
2001,A4138,49,119,20946,112,1629,25534
2001,A4139,74,202,28931,627,580,33659
2001,A414,300,5104,406969,2546,26405,499176
2001,A4140,89,358,38533,415,1335,44440
2001,A4141,63,168,18116,163,274,20267
2001,A4142,133,512,45548,414,2841,55025
2001,A4143,15,29,6864,49,120,7626
2001,A4144,975,563,24157,1066,607,29040
2001,A4145,50,88,9482,90,344,11269
2001,A4146,291,1492,108825,946,6148,130883
2001,A4147,193,460,45368,380,1480,52758
2001,A4148,74,173,30706,342,1995,37627
2001,A415,735,1309,72051,682,4016,88120
2001,A4150,41,187,21541,154,778,25610
2001,A4151,25,172,12267,177,572,15076
2001,A4154,66,148,3283,64,108,3942
2001,A4155,469,847,77425,887,2391,91004
2001,A4156,8,30,944,14,31,1121
2001,A4157,48,105,13478,102,757,16290
2001,A4158,795,187,7802,267,171,9362
2001,A4159,26,27,2059,13,149,2735
2001,A416,93,451,38930,439,1294,45797
2001,A4160,260,169,21525,283,615,25964
2001,A4161,401,497,65757,1485,1610,76099
2001,A4162,28,67,3077,90,77,3666
2001,A4165,820,401,17522,906,474,21187
2001,A4168,24,61,5715,230,235,7104
2001,A4169,51,321,28421,288,1774,34615
2001,A417,488,2536,283648,1490,29114,353029
2001,A4171,33,45,3805,80,43,4281
2001,A4172,6,9,2524,13,373,3481
2001,A4173,88,145,13929,146,313,16185
2001,A4174,257,1959,99726,884,4787,119874
2001,A4175,217,505,26451,476,816,31785
2001,A4176,50,96,9480,77,115,10502
2001,A4177,36,189,22074,44,879,25669
2001,A4178,47,91,7139,44,166,8318
2001,A418,313,1101,122224,952,6709,147413
2001,A4180,187,772,39304,539,1149,46283
2001,A4182,9,34,5183,46,770,7444
2001,A4183,132,85,8293,184,159,9521
2001,A4184,48,110,12261,137,432,14428
2001,A4185,83,87,7022,43,258,7984
2001,A4189,76,717,46044,241,1300,53722
2001,A419,265,2566,246151,1655,25566,307183
2001,A4196,71,106,7957,250,366,10082
2001,A42,0,907,192128,686,38815,258386
2001,A420,2918,3506,233450,3999,22345,296298
2001,A4200,530,1029,10695,599,373,14546
2001,A4201,716,1290,13487,821,379,18158
2001,A4202,164,1397,33500,1303,1068,39782
2001,A4204,126,263,3339,316,126,4692
2001,A4205,113,55,1007,130,63,1378
2001,A4206,432,512,7658,432,315,10355
2001,A4207,213,136,3296,284,56,4228
2001,A4208,68,146,827,12,30,1164
2001,A4209,98,183,3596,154,75,4458
2001,A421,172,2195,280472,2052,29926,354328
2001,A4212,0,40,8109,118,753,10084
2001,A4214,19,19,3427,80,37,3769
2001,A4215,2,13,1110,4,93,1467
2001,A4216,34,139,20416,235,306,22739
2001,A4217,26,140,24117,371,525,28059
2001,A4218,1,9,1350,34,21,1551
2001,A4219,0,3,246,3,6,293
2001,A422,403,2385,224790,1612,11670,268030
2001,A4221,10,26,1931,69,371,2784
2001,A4222,62,108,14881,216,456,17034
2001,A4223,2,6,1889,55,55,2240
2001,A4225,7,20,2729,95,71,3254
2001,A4226,36,220,19594,220,728,23286
2001,A4229,5,67,14420,55,1110,17443
2001,A423,191,858,65197,375,5686,80153
2001,A4230,62,209,11466,233,239,13652
2001,A4231,10,51,7547,76,635,9242
2001,A4232,21,622,154814,926,8951,183199
2001,A4233,49,181,31652,824,811,37642
2001,A4234,15,102,16481,67,354,18431
2001,A424,14,278,21881,112,1543,26467
2001,A4240,65,151,13900,173,295,15894
2001,A4241,10,23,2230,59,65,2698
2001,A4242,2,28,2123,62,60,2536
2001,A4243,2,23,895,42,31,1116
2001,A425,650,542,60618,451,2599,71551
2001,A4251,228,478,44475,531,1246,51894
2001,A4252,8,31,4505,45,568,6096
2001,A4254,48,105,13332,51,526,15370
2001,A4256,12,30,2462,32,62,2825
2001,A4259,238,511,28736,575,943,33978
2001,A426,697,1383,110096,1164,9362,136784
2001,A4260,459,915,76267,600,3455,90662
2001,A427,217,443,38332,475,3227,48168
2001,A428,1591,2786,280879,2656,20433,343679
2001,A4289,41,75,6455,100,109,7367
2001,A429,521,2071,212153,2102,13551,253972
2001,A43,144,3333,315362,1259,50361,415696
2001,A430,400,223,21031,332,903,25756
2001,A4300,122,141,14794,143,421,17312
2001,A4301,17,49,8384,52,434,10001
2001,A4302,17,26,4458,77,100,5037
2001,A4303,11,86,7780,37,1174,10238
2001,A4304,147,176,30972,233,3232,39976
2001,A431,253,752,34277,418,564,39726
2001,A4311,210,442,13611,381,864,17204
2001,A4312,77,164,9652,165,759,11681
2001,A432,497,910,52326,1117,3051,64677
2001,A4320,56,307,18512,235,1460,24121
2001,A433,65,519,28982,222,1958,35698
2001,A435,541,2183,194737,2335,10203,232777
2001,A436,34,498,42258,302,2857,51456
2001,A4361,105,610,31123,378,985,36082
2001,A437,286,401,45425,786,1200,52719
2001,A438,596,1140,97002,1251,7915,121459
2001,A439,3,83,15376,206,848,17851
2001,A4390,69,61,5794,64,197,6729
2001,A44,1166,3807,293620,3446,23168,364195
2001,A4400,73,449,42026,2572,958,51280
2001,A441,328,1034,118343,2301,3999,140629
2001,A442,273,2588,192053,1241,14458,236983
2001,A4421,2,368,22245,112,2259,28001
2001,A443,158,264,33620,325,2556,41161
2001,A444,438,1992,163061,1480,11810,201848
2001,A4440,87,674,57399,365,3248,68179
2001,A4444,3,16,2730,16,377,3776
2001,A445,438,310,38321,291,834,43105
2001,A446,27,733,71070,309,9046,90320
2001,A447,199,466,33851,688,2179,42106
2001,A448,154,674,94528,781,4563,112751
2001,A449,1083,4077,450755,3910,44243,562279
2001,A45,923,6076,689643,4204,61109,855572
2001,A450,11,214,19511,78,1096,23664
2001,A4500,241,276,36370,674,730,41941
2001,A4501,39,28,3618,34,81,4100
2001,A451,216,577,58182,552,2447,68946
2001,A452,567,2112,228878,2351,8653,268915
2001,A453,340,1425,161821,1952,13439,198445
2001,A4535,44,47,3401,43,44,3884
2001,A4536,18,27,1903,10,93,2249
2001,A4538,49,411,47287,205,3236,58794
2001,A454,321,1024,111284,1506,8741,138993
2001,A4540,167,746,82593,972,3659,101519
2001,A455,30,211,14233,138,3069,19819
2001,A456,448,2109,191163,2642,9218,229010
2001,A457,259,566,63012,1075,3064,77278
2001,A458,548,2110,191462,3051,11056,233273
2001,A459,285,445,52712,1359,1908,63909
2001,A46,1539,9337,1053965,6336,104964,1317338
2001,A460,309,948,86370,1492,7502,109537
2001,A4600,214,253,34840,665,703,39982
2001,A4601,33,98,10919,171,633,13223
2001,A461,370,1101,115460,2302,9721,147082
2001,A462,203,344,32086,325,2522,40914
2001,A463,63,346,36339,225,2369,45361
2001,A464,24,234,21669,172,1658,26486
2001,A465,420,1886,261665,2323,26693,334058
2001,A466,106,863,38915,471,1668,45935
2001,A467,225,890,99208,686,7028,120069
2001,A468,92,517,62179,561,4335,75855
2001,A469,500,707,106938,1633,2915,123104
2001,A47,1279,9383,800942,8485,96364,1041751
2001,A470,534,3964,495786,5663,31257,600612
2001,A472,78,1074,74650,766,4447,92153
2001,A473,263,954,92544,1393,4411,109249
2001,A474,177,580,56329,957,2392,66173
2001,A475,29,123,11290,175,508,14192
2001,A476,21,196,25597,323,951,30687
2001,A477,92,582,63389,646,5267,79519
2001,A478,88,441,36345,515,2702,45286
2001,A479,30,137,8963,72,566,11105
2001,A48,1039,6124,603895,5912,33886,721027
2001,A480,8,34,6722,159,352,8427
2001,A481,7,36,1893,7,232,2928
2001,A482,87,491,23041,448,1689,29702
2001,A483,552,3008,395692,4141,40540,497430
2001,A484,273,838,105452,1534,4099,124774
2001,A485,129,254,37798,511,2175,48625
2001,A486,13,59,13308,240,755,16350
2001,A487,462,2159,268872,3887,14696,325884
2001,A488,156,251,27012,432,1168,33733
2001,A489,101,505,36219,305,3673,47355
2001,A49,1440,5041,465372,5487,47873,588160
2001,A490,45,110,14513,214,950,19318
2001,A491,192,632,84837,1011,4720,102300
2001,A493,176,126,24059,299,967,28922
2001,A494,142,1782,130260,957,9951,161015
2001,A495,65,353,28593,229,2694,37189
2001,A496,109,220,32414,533,1376,39027
2001,A497,121,172,26638,334,1074,32173
2001,A498,18,141,6409,162,135,7733
2001,A499,69,211,33539,315,1695,40914
2001,A5,2294,13877,1008017,9553,116757,1288376
2001,A50,1084,5333,717950,5167,98843,921094
2001,A500,122,1901,216364,1340,25218,276898
2001,A5000,10,7,1040,6,12,1139
2001,A5001,45,55,6597,37,333,7864
2001,A5004,54,67,10544,88,1072,12231
2001,A5005,20,67,5267,49,159,6133
2001,A5006,84,139,12130,259,290,14261
2001,A5007,132,182,11460,507,559,14362
2001,A5008,10,55,6421,298,133,7585
2001,A5009,80,88,13568,258,282,15966
2001,A501,1606,4928,64839,1736,3774,86614
2001,A5010,6,14,2154,36,45,2446
2001,A5011,6,23,4725,15,241,5529
2001,A5012,34,205,7055,26,1478,9982
2001,A5013,66,160,14480,233,846,17464
2001,A5014,134,84,8731,147,207,10105
2001,A5018,8,23,5156,41,200,5928
2001,A5019,5,10,3477,36,252,3959
2001,A502,344,991,31878,780,841,38168
2001,A5020,38,67,5570,40,501,6984
2001,A5022,10,43,2767,23,81,3135
2001,A5025,111,838,61486,972,2416,72971
2001,A5026,19,82,13027,111,406,15473
2001,A5027,156,264,19882,564,435,23152
2001,A5028,115,137,16013,149,607,19099
2001,A5029,39,47,2775,40,61,3353
2001,A503,1635,3533,73292,2427,3464,94599
2001,A5030,33,50,3338,74,156,4299
2001,A5032,169,131,16059,394,322,18102
2001,A5033,10,58,9101,52,441,10656
2001,A5034,7,25,4722,30,146,5323
2001,A5035,55,87,9546,116,446,11481
2001,A5036,145,565,55001,543,6139,70082
2001,A5037,2,4,213,2,19,293
2001,A5038,224,403,34448,1087,1250,41066
2001,A5039,52,26,2341,366,27,2968
2001,A504,280,646,49921,1180,976,57986
2001,A5040,2,2,169,17,4,209
2001,A5041,1,3,217,2,6,250
2001,A5045,3,1,120,33,3,167
2001,A5046,11,32,1887,46,37,2194
2001,A5047,97,246,24916,643,709,29280
2001,A5048,22,7,2621,73,46,3032
2001,A5049,90,119,18855,673,454,22070
2001,A505,563,2654,273455,2725,20969,339758
2001,A5050,5,9,1801,68,59,2151
2001,A5051,0,1,90,1,3,108
2001,A5052,5,19,1580,14,54,1853
2001,A5053,5,58,4588,19,217,5429
2001,A5054,8,18,1382,21,195,1905
2001,A5055,4,9,584,7,71,794
2001,A5056,14,17,754,2,139,1093
2001,A5057,34,26,2977,64,82,3581
2001,A5058,184,419,62879,983,3723,75917
2001,A506,268,438,43604,1399,1776,51813
2001,A5060,34,38,5200,98,165,6200
2001,A5061,191,184,16382,567,610,19357
2001,A5062,2,4,304,17,6,367
2001,A5063,100,214,16998,103,668,20392
2001,A5064,60,100,3672,54,41,4255
2001,A5065,72,219,24715,451,757,28547
2001,A5066,79,95,9219,143,432,11390
2001,A5067,114,39,4712,177,122,5617
2001,A5068,4,26,2397,37,191,2978
2001,A507,161,1167,109430,708,10383,140034
2001,A5071,27,24,2659,9,55,3015
2001,A5072,101,77,6224,83,153,7156
2001,A5073,62,98,6143,196,132,7365
2001,A5074,95,169,8874,67,337,10554
2001,A5076,127,183,20807,121,1155,24898
2001,A5078,112,182,26173,126,1674,31101
2001,A5079,21,20,3796,67,57,4336
2001,A508,395,889,97569,898,6254,120664
2001,A5080,323,465,48768,736,1577,56750
2001,A5081,130,178,14339,212,2431,19992
2001,A5082,82,131,13018,145,557,15966
2001,A5083,112,85,4723,87,230,5784
2001,A5084,46,64,2740,64,27,3232
2001,A5085,209,267,26634,501,1217,31792
2001,A5086,147,212,22151,152,910,26497
2001,A5087,196,219,14591,179,748,17818
2001,A5088,55,79,4773,75,128,5583
2001,A5089,55,41,5731,168,184,6994
2001,A509,98,1612,167298,1002,9702,200321
2001,A5090,53,67,10339,127,412,12371
2001,A5091,12,29,1506,21,21,1687
2001,A5092,15,115,7809,62,607,9765
2001,A5093,39,95,5117,66,221,6177
2001,A5094,11,55,7270,281,270,8612
2001,A5095,251,184,19288,125,420,22452
2001,A5098,61,59,5287,121,202,6329
2001,A5099,69,69,4950,194,121,5924
2001,A51,624,2422,234428,2663,17203,284763
2001,A510,67,200,14956,72,1668,19857
2001,A5100,31,86,11817,361,75,13192
2001,A5101,92,20,2372,36,34,2691
2001,A5102,383,277,41024,283,754,45919
2001,A5103,380,567,101830,2062,3142,116747
2001,A5104,300,694,42969,870,2288,52469
2001,A5105,70,126,13439,127,559,15746
2001,A5106,22,109,9543,70,701,11622
2001,A5108,1,0,457,21,13,582
2001,A5109,46,310,29696,358,430,33948
2001,A511,372,989,101922,957,11286,129354
2001,A5111,396,805,55419,338,2565,65460
2001,A5112,414,335,27203,360,912,31389
2001,A5114,2,18,1868,8,92,2306
2001,A5115,27,12,3506,112,69,4000
2001,A5116,76,125,12119,404,188,13543
2001,A5117,203,645,48572,400,3112,57726
2001,A5118,6,80,5076,12,617,6457
2001,A5119,46,264,29805,377,1473,35141
2001,A512,343,488,39865,396,2370,48176
2001,A5120,208,447,38515,425,2147,47107
2001,A5121,175,214,22651,285,2005,28403
2001,A5123,552,366,44083,492,1164,51055
2001,A5124,4,33,2322,8,107,2713
2001,A5127,307,671,86734,2331,2570,102843
2001,A5128,57,40,8597,87,186,9758
2001,A513,423,707,56897,685,2480,67923
2001,A5130,66,227,16400,131,1070,19536
2001,A5132,155,398,12637,107,992,15675
2001,A5134,216,197,21153,347,820,25569
2001,A5135,48,100,8788,146,228,10414
2001,A5137,49,56,7577,57,105,8384
2001,A5139,46,157,10000,102,890,12716
2001,A514,645,854,53038,899,2019,63221
2001,A5140,29,129,12538,121,241,14309
2001,A5141,115,77,6039,82,200,7157
2001,A5143,96,81,16181,66,379,17931
2001,A5144,62,42,5381,28,67,5987
2001,A5145,707,376,50879,2162,921,59063
2001,A5147,156,174,23299,306,815,27591
2001,A5148,2,55,6335,33,1387,8888
2001,A5149,270,137,27092,150,656,29857
2001,A515,165,1205,67140,473,11000,89112
2001,A5150,18,61,4448,11,52,5018
2001,A5151,32,125,14276,146,404,16800
2001,A5152,110,139,18810,506,414,21847
2001,A5154,14,13,761,13,19,881
2001,A5156,3,50,6884,33,1111,9089
2001,A516,124,339,33149,548,2588,39850
2001,A517,28,232,13708,187,1379,17416
2001,A518,440,1120,114106,1436,7275,136308
2001,A5181,154,97,5217,91,479,7036
2001,A5182,0,15,3148,14,415,4143
2001,A5183,213,919,76371,760,1943,88487
2001,A5184,121,36,3229,74,53,3675
2001,A5185,68,69,5641,97,164,6557
2001,A5186,36,17,3092,133,86,3811
2001,A5189,32,124,14009,150,508,15968
2001,A519,101,361,34577,505,2304,43060
2001,A5190,111,320,37914,523,1540,44590
2001,A5191,239,171,8843,346,186,10591
2001,A5192,67,90,15073,181,711,17739
2001,A5193,51,61,9888,131,250,11382
2001,A5194,707,300,18982,558,543,22705
2001,A5199,242,476,62973,653,2428,74681
2001,A52,1730,5632,672148,6947,51525,824858
2001,A520,108,533,54909,646,3986,67537
2001,A5200,562,1207,17635,429,1062,23502
2001,A5201,860,1513,11421,304,574,16327
2001,A5202,337,446,7794,154,596,10045
2001,A5203,311,381,9886,351,402,12562
2001,A5204,517,866,5929,13,348,7872
2001,A5205,305,654,10624,189,399,13864
2001,A5206,2,35,2282,24,101,2728
2001,A5207,19,93,15744,241,1328,19689
2001,A5208,35,59,5084,245,435,6550
2001,A5209,37,101,34497,331,2238,41653
2001,A521,89,185,16318,328,811,19762
2001,A522,128,278,26001,425,2291,32938
2001,A5223,33,209,28147,204,1013,32272
2001,A5227,2,13,964,22,30,1144
2001,A5228,96,93,14183,385,647,16931
2001,A523,444,1211,115683,1261,8694,140931
2001,A5230,139,183,19345,241,856,22567
2001,A525,384,1586,141145,1456,9228,171534
2001,A5250,67,66,9311,140,175,10448
2001,A526,5,12,2283,8,57,2625
2001,A5267,243,212,19078,302,347,22352
2001,A5268,125,182,17166,599,355,19828
2001,A527,239,393,47670,1040,1281,55969
2001,A5270,6,19,1839,28,185,2403
2001,A5271,145,109,14096,193,509,16639
2001,A5272,129,268,35765,783,724,42341
2001,A528,187,324,29329,196,1127,34687
2001,A5284,12,80,5986,66,121,6928
2001,A529,155,211,19758,173,993,23597
2001,A53,398,1574,158097,1628,11919,195058
2001,A530,357,1199,74803,611,3806,88879
2001,A5300,0,238,35566,191,4371,46420
2001,A531,46,117,8086,99,632,9785
2001,A532,374,231,11609,264,290,13307
2001,A533,706,1536,154755,2025,9575,184890
2001,A534,669,1342,97711,1003,8145,120662
2001,A535,37,227,27430,77,1469,31808
2001,A536,110,105,28016,319,1862,33372
2001,A537,232,1187,66659,709,5117,81727
2001,A538,272,310,85593,605,1994,95634
2001,A539,51,431,22278,499,1174,27495
2001,A54,369,1498,110811,1152,9496,136615
2001,A540,473,1099,85349,986,2300,96984
2001,A541,142,897,69264,682,4581,83886
2001,A542,2,19,2591,45,79,3258
2001,A543,53,290,8615,110,349,10763
2001,A544,6,25,1582,25,148,2270
2001,A545,35,66,7916,64,98,8868
2001,A546,95,110,14921,263,278,16926
2001,A5460,167,288,35331,571,1381,41959
2001,A547,260,727,64253,1091,1866,76049
2001,A548,654,1565,143897,1920,7336,174266
2001,A5480,41,34,5985,32,156,6763
2001,A549,30,43,10047,152,207,11589
2001,A55,72,4897,752295,5010,69259,930519
2001,A550,125,1159,61172,388,4610,75104
2001,A551,427,624,48316,1111,959,55775
2001,A552,191,494,28577,1261,463,33370
2001,A553,302,379,36416,1172,843,42886
2001,A554,327,548,30523,584,781,36032
2001,A555,3,95,15136,42,448,16659
2001,A556,136,1250,143823,888,13930,176770
2001,A557,240,686,78149,750,9414,99827
2001,A558,21,216,17571,74,1444,21510
2001,A559,267,515,42263,629,1943,50015
2001,A56,2363,4109,444189,5141,24460,528252
2001,A560,785,782,91799,1955,3012,107673
2001,A561,157,575,66899,1597,5432,82623
2001,A562,341,891,100410,1918,5844,121139
2001,A563,468,973,111066,692,6941,135239
2001,A5630,29,68,7106,72,409,8509
2001,A565,882,1686,192499,2511,6725,223432
2001,A566,54,45,6091,253,161,7418
2001,A567,133,132,12517,1333,528,16324
2001,A568,89,119,12245,108,193,13788
2001,A569,39,105,15878,199,543,18436
2001,A57,2137,5601,545818,9603,35915,670948
2001,A570,494,1441,123608,1283,7602,148940
2001,A571,92,231,28773,541,698,33096
2001,A572,449,648,70712,1929,2669,84801
2001,A573,237,216,24969,594,707,29841
2001,A574,306,808,74084,420,2866,85160
2001,A575,182,223,24700,589,1114,30344
2001,A576,435,572,60077,1157,3152,72660
2001,A577,566,962,91051,2527,3511,109865
2001,A578,145,134,15354,271,423,18067
2001,A579,289,558,59169,1266,2920,72626
2001,A58,1539,3820,453291,8149,16554,541463
2001,A580,499,2798,284758,2904,25097,360750
2001,A581,188,326,22308,436,655,26243
2001,A582,189,708,43655,270,1841,51044
2001,A583,447,1473,95855,1220,3100,111721
2001,A584,951,1220,97711,1336,2203,110218
2001,A585,108,609,84048,535,5711,101484
2001,A586,178,360,42254,954,2081,51295
2001,A587,894,529,53527,639,787,60783
2001,A588,104,207,28202,201,1221,34120
2001,A589,774,941,42671,799,2072,50559
2001,A59,2604,5232,448916,5516,34802,544503
2001,A590,334,2158,177386,1458,14402,218746
2001,A591,200,1126,102042,1174,3839,120267
2001,A592,226,471,36530,289,824,41564
2001,A593,139,176,8980,234,195,10697
2001,A594,279,657,58344,719,1808,68737
2001,A595,506,2474,192640,2437,15570,239494
2001,A596,147,550,55371,922,6061,71850
2001,A597,64,70,15088,349,776,18198
2001,A598,259,496,22539,815,509,26938
2001,A599,159,116,7728,281,135,9310
2001,A6,6336,13583,1116925,16790,69606,1358965
2001,A60,1438,3062,260625,4230,9844,308588
2001,A600,234,667,43109,652,1956,52227
2001,A6001,205,227,19494,343,766,23285
2001,A6002,140,374,34044,223,2047,42444
2001,A6003,233,708,89010,744,6014,107343
2001,A6004,244,150,15302,149,522,17796
2001,A6005,1309,1472,82156,961,2389,96301
2001,A6006,90,482,35992,214,3067,45101
2001,A6007,199,442,28684,449,1224,34368
2001,A6008,170,309,24222,1347,721,29659
2001,A6009,65,115,12885,284,479,15249
2001,A601,72,252,20555,237,1070,24564
2001,A6010,852,437,53245,1446,2398,65018
2001,A6011,142,201,17231,216,706,20559
2001,A6013,51,92,7286,59,342,8585
2001,A6014,118,97,10861,98,464,12677
2001,A6015,111,231,9592,176,792,11962
2001,A6016,8,9,1817,5,156,2217
2001,A6017,371,346,28715,952,1156,35507
2001,A6018,104,308,14543,208,608,17576
2001,A602,211,1229,121210,1031,5084,144211
2001,A6020,3,12,2794,27,279,3475
2001,A6021,39,71,12890,563,251,14946
2001,A6022,41,47,9047,398,338,10944
2001,A6023,205,294,23500,601,1050,28487
2001,A6024,83,207,13351,131,202,15795
2001,A6025,48,99,8940,55,531,11010
2001,A6026,46,92,9106,87,374,10870
2001,A6027,16,74,11439,85,745,13939
2001,A6029,20,24,2378,43,19,2764
2001,A603,2565,910,75654,735,3592,89672
2001,A6030,212,188,19863,395,550,23559
2001,A6032,10,31,3960,71,268,5162
